"chrom","start","end","strand","gene.name"
"11",123942785,123943873,"-","OR6T1"
"11",123976661,123977781,"-","OR10S1"
"11",124012997,124018732,"+","OR10G4"
"11",124023013,124023948,"+","OR10G9"
"11",124026798,124030634,"+","OR10G8"
"11",124036013,124041325,"-","OR10G7"
"11",124115362,124147721,"+","VWA5A"
"11",124241095,124254364,"+","OR8G1"
"11",124256376,124266218,"+","OR8G5"
"11",124302831,124315099,"-","OR8D1"
"11",124382394,124384462,"-","OR8B2"
"11",124395534,124399024,"-","OR8B3"
"11",124423904,124424893,"-","OR8B4"
"11",124437445,124445696,"-","OR8B8"
"11",124539635,124545333,"-","OR8B12"
"11",124566660,124582942,"+","OR8A1"
"11",124611490,124620356,"+","PANX3"
"11",124622836,124635398,"+","TBRG1"
"11",124633113,124695707,"-","SIAE"
"11",124673798,124697518,"+","SPA17"
"11",124739846,124747210,"+","NRGN"
"11",124747472,124752238,"-","VSIG2"
"11",124752583,124762290,"-","ESAM"
"11",124766498,124800673,"-","MSANTD2"
"11",124865386,124881470,"+","ROBO3"
"11",124883691,124898500,"-","ROBO4"
"11",124919193,124936412,"-","HEPACAM"
"11",124919244,124920677,"+","HEPN1"
"11",124954121,125041489,"+","CCDC15"
"11",125063067,125090312,"+","SLC37A2"
"11",125096545,125111763,"-","TMEM218"
"11",125164687,125433389,"+","PKNOX2"
"11",125445745,125496317,"-","FEZ1"
"11",125569216,125584687,"+","EI24"
"11",125591712,125625215,"+","STT3A"
"11",125625136,125676255,"+","CHEK1"
"11",125671522,125681123,"-","ACRV1"
"11",125746293,125749867,"+","PATE1"
"11",125776113,125778819,"-","PATE2"
"11",125788111,125791600,"+","PATE3"
"11",125833316,125840069,"+","PATE4"
"11",125883614,125900648,"+","HYLS1"
"11",125893485,125903221,"-","PUS3"
"11",125903348,125943702,"+","DDX25"
"11",125955796,126063335,"-","CDON"
"11",126202094,126211692,"-","RPUSD4"
"11",126211414,126262986,"+","FAM118B"
"11",126262919,126269144,"-","SRPRA"
"11",126269055,126278131,"+","FOXRED1"
"11",126283065,126298845,"+","TIRAP"
"11",126303752,126345749,"+","DCPS"
"11",126355640,126440344,"+","ST3GAL4"
"11",126423359,127003460,"-","KIRREL3"
"11",128458761,128587558,"-","ETS1"
"11",128686535,128813267,"+","FLI1"
"11",128836315,128867373,"-","KCNJ1"
"11",128891356,128921035,"+","KCNJ5"
"11",128899565,128906035,"-","C11orf45"
"11",128934731,128943399,"-","TP53AIP1"
"11",128965060,129279324,"-","ARHGAP32"
"11",129375940,129452279,"+","BARX2"
"11",129815819,129860003,"+","TMEM45B"
"11",129863636,129895590,"-","NFRKB"
"11",129899706,130002835,"-","PRDM10"
"11",130069837,130144811,"+","APLP2"
"11",130159562,130210376,"+","ST14"
"11",130226677,130314686,"-","ZBTB44"
"11",130404925,130428993,"-","ADAMTS8"
"11",130448974,130476641,"+","ADAMTS15"
"11",130875436,130916509,"-","SNX19"
"11",131370478,132336822,"+","NTM"
"11",132414977,133532519,"-","OPCML"
"11",133840631,133845538,"-","SPATA19"
"11",133908564,133956985,"-","IGSF9B"
"11",134068925,134152001,"+","JAM3"
"11",134150119,134225454,"-","NCAPD3"
"11",134224645,134247792,"+","VPS26B"
"11",134248279,134253370,"-","THYN1"
"11",134253495,134265855,"+","ACAD8"
"11",134274245,134319564,"+","GLB1L3"
"11",134331874,134378341,"+","GLB1L2"
"11",134378504,134411918,"-","B3GAT1"
"12",66765,178460,"+","IQSEC3"
"12",190077,214570,"-","SLC6A12"
"12",220621,262873,"-","SLC6A13"
"12",280129,389454,"-","KDM5A"
"12",389273,442645,"+","CCDC77"
"12",460364,563509,"+","B4GALNT3"
"12",564296,663779,"-","NINJ2"
"12",752593,911452,"+","WNK1"
"12",912077,990053,"-","RAD52"
"12",990509,1495933,"+","ERC1"
"12",1529891,1647243,"+","WNT5B"
"12",1565993,1594165,"-","FBXL14"
"12",1688574,1788678,"+","ADIPOR2"
"12",1791957,1918836,"-","CACNA2D4"
"12",1820267,1836752,"+","LRTM2"
"12",1946054,2004535,"-","DCP1B"
"12",1970786,2697950,"+","CACNA1C"
"12",2794953,2805423,"+","FKBP4"
"12",2812622,2859791,"+","ITFG2"
"12",2825348,2835544,"-","NRIP2"
"12",2857681,2877155,"-","FOXM1"
"12",2876258,2889523,"+","RHNO1"
"12",2877223,2941140,"+","TULP3"
"12",2959330,3040673,"+","TEAD4"
"12",3077355,3286564,"+","TSPAN9"
"12",3381349,3593973,"+","PRMT8"
"12",3606633,3764819,"-","EFCAB4B"
"12",3791047,3873448,"-","PARP11"
"12",4273772,4305350,"+","CCND2"
"12",4307763,4354593,"+","TIGAR"
"12",4368227,4379728,"-","FGF23"
"12",4428155,4445614,"-","FGF6"
"12",4487728,4538508,"-","C12orf4"
"12",4538798,4560048,"+","RAD51AP1"
"12",4562204,4615302,"+","DYRK4"
"12",4615508,4649047,"-","AKAP3"
"12",4649095,4694317,"+","NDUFA9"
"12",4720341,4851927,"+","GALNT8"
"12",4809176,4813412,"+","KCNA6"
"12",4909893,4918256,"+","KCNA1"
"12",5043989,5046788,"+","KCNA5"
"12",5432112,5521536,"+","NTF3"
"12",5531869,5946232,"-","ANO2"
"12",5948874,6124770,"-","VWF"
"12",6199715,6238271,"+","CD9"
"12",6310436,6328506,"+","PLEKHG6"
"12",6328757,6342114,"-","TNFRSF1A"
"12",6346843,6377730,"-","SCNN1A"
"12",6375045,6391571,"+","LTBR"
"12",6444867,6451718,"+","CD27"
"12",6451690,6466517,"+","TAPBPL"
"12",6462237,6470987,"-","VAMP1"
"12",6491886,6493841,"-","MRPL51"
"12",6493356,6531955,"+","NCAPD2"
"12",6533927,6538374,"+","GAPDH"
"12",6538375,6556083,"-","IFFO1"
"12",6556863,6568691,"-","NOP2"
"12",6570082,6614524,"-","CHD4"
"12",6618835,6636447,"-","LPAR5"
"12",6638075,6647460,"-","ACRBP"
"12",6650280,6663148,"-","ING4"
"12",6666477,6689572,"-","ZNF384"
"12",6693792,6700800,"-","PIANP"
"12",6723741,6731875,"+","COPS7A"
"12",6747996,6767475,"-","MLF2"
"12",6765516,6770952,"+","PTMS"
"12",6772512,6778455,"+","LAG3"
"12",6786858,6820808,"+","CD4"
"12",6821545,6829972,"+","GPR162"
"12",6828410,6839851,"+","P3H3"
"12",6839954,6847393,"+","GNB3"
"12",6844793,6852066,"-","CDCA3"
"12",6852128,6866632,"+","USP5"
"12",6867119,6870948,"+","TPI1"
"12",6870935,6889358,"-","SPSB2"
"12",6873569,6914243,"+","LRRC23"
"12",6913745,6923698,"+","ENO2"
"12",6924463,6942321,"+","ATN1"
"12",6942978,6946003,"+","C12orf57"
"12",6946468,6961316,"+","PTPN6"
"12",6965327,6970825,"-","PHB2"
"12",6970893,6979941,"+","EMG1"
"12",6976186,7018510,"-","LPCAT3"
"12",6988259,7071032,"+","C1S"
"12",7080209,7092607,"-","C1R"
"12",7089587,7109273,"-","C1RL"
"12",7123684,7128942,"-","RBP5"
"12",7129698,7158945,"+","CLSTN3"
"12",7188685,7218574,"+","PEX5"
"12",7304284,7328724,"+","ACSM4"
"12",7346685,7479897,"-","CD163L1"
"12",7470813,7503893,"-","CD163"
"12",7649400,7665903,"-","APOBEC1"
"12",7689782,7695776,"-","GDF3"
"12",7711454,7717559,"+","DPPA3"
"12",7729415,7751605,"-","CLEC4C"
"12",7765216,7774121,"+","NANOGNB"
"12",7787794,7799141,"+","NANOG"
"12",7812512,7891148,"-","SLC2A14"
"12",7919230,7936275,"-","SLC2A3"
"12",8032703,8055503,"+","FOXJ2"
"12",8058302,8066471,"-","C3AR1"
"12",8076939,8097859,"+","NECAP1"
"12",8123632,8138607,"+","CLEC4A"
"12",8157034,8188537,"+","ZNF705A"
"12",8221260,8227618,"-","FAM90A1"
"12",8455926,8478330,"+","CLEC6A"
"12",8509475,8522366,"+","CLEC4D"
"12",8533305,8540963,"-","CLEC4E"
"12",8602166,8612871,"-","AICDA"
"12",8637346,8662888,"-","MFAP5"
"12",8681600,8783095,"+","RIMKLB"
"12",8822472,8887001,"+","A2ML1"
"12",8913896,8941467,"+","PHC1"
"12",8940363,8949955,"-","M6PR"
"12",8950044,9010760,"+","KLRG1"
"12",9067664,9116229,"-","A2M"
"12",9148840,9208370,"-","PZP"
"12",9594551,9607886,"-","KLRB1"
"12",9664969,9699555,"+","CLEC2D"
"12",9715860,9733299,"-","CLECL1"
"12",9752486,9760901,"-","CD69"
"12",9827481,9845007,"+","KLRF1"
"12",9852984,9870136,"-","CLEC2B"
"12",9881489,9895833,"+","KLRF2"
"12",9898673,9932381,"-","CLEC2A"
"12",9951316,9995694,"+","CLEC12A"
"12",9985642,10013424,"-","CLEC1B"
"12",10010627,10018619,"+","CLEC12B"
"12",10030677,10066027,"+","CLEC9A"
"12",10069554,10111627,"-","CLEC1A"
"12",10116777,10130258,"-","CLEC7A"
"12",10158301,10172138,"-","OLR1"
"12",10170542,10191801,"+","TMEM52B"
"12",10212458,10223130,"+","GABARAPL1"
"12",10226058,10329600,"+","KLRD1"
"12",10372353,10391874,"-","KLRK1"
"12",10407382,10409757,"-","KLRC4"
"12",10412312,10420595,"-","KLRC3"
"12",10426854,10442300,"-","KLRC2"
"12",10442264,10454685,"-","KLRC1"
"12",10604190,10613623,"-","MAGOHB"
"12",10618939,10674318,"-","STYK1"
"12",10699089,10723312,"-","YBX3"
"12",10801532,10802627,"-","TAS2R7"
"12",10806051,10807293,"-","TAS2R8"
"12",10809094,10810168,"-","TAS2R9"
"12",10824960,11171608,"-","PRH1"
"12",10825317,10826358,"-","TAS2R10"
"12",10845849,10849475,"-","PRR4"
"12",10907926,10909562,"-","TAS2R13"
"12",10929236,10932341,"+","PRH2"
"12",10937406,11171573,"-","TAS2R14"
"12",10985913,10986912,"-","TAS2R50"
"12",10996495,10997875,"-","TAS2R20"
"12",11021619,11022620,"-","TAS2R19"
"12",11030387,11031407,"-","TAS2R31"
"12",11061365,11062294,"-","TAS2R46"
"12",11091287,11092313,"-","TAS2R43"
"12",11132958,11134644,"-","TAS2R30"
"12",11171222,11176016,"+","SMIM10L1"
"12",11185993,11186937,"-","TAS2R42"
"12",11307083,11310435,"-","PRB4"
"12",11351823,11395566,"-","PRB1"
"12",11391540,11501041,"-","PRB2"
"12",11649854,11895402,"+","ETV6"
"12",12049844,12211084,"+","BCL2L14"
"12",12116025,12267012,"-","LRP6"
"12",12326056,12350541,"-","MANSC1"
"12",12357079,12469694,"+","BORCS5"
"12",12474210,12562383,"-","DUSP16"
"12",12611827,12645108,"+","CREBL2"
"12",12660891,12696207,"-","GPR19"
"12",12715058,12722371,"+","CDKN1B"
"12",12725917,12829975,"+","APOLD1"
"12",12813316,12829981,"+","DDX47"
"12",12890782,12917937,"+","GPRC5A"
"12",12940775,12952147,"-","GPRC5D"
"12",12974864,13000273,"-","HEBP1"
"12",13044284,13142521,"+","FAM234B"
"12",13083560,13103683,"-","GSG1"
"12",13196716,13219939,"+","EMP1"
"12",13437942,13981957,"-","GRIN2B"
"12",14365632,14502935,"+","ATF7IP"
"12",14503661,14568349,"-","PLBD1"
"12",14612632,14696585,"-","GUCY2C"
"12",14767999,14771131,"-","HIST4H4"
"12",14774383,14778002,"+","H2AFJ"
"12",14784579,14803540,"-","WBP11"
"12",14803572,14906586,"+","C12orf60"
"12",14804650,14814182,"-","SMCO3"
"12",14825569,14843533,"-","ART4"
"12",14881181,14885926,"-","MGP"
"12",14914035,14939082,"-","ERP27"
"12",14942017,14961728,"-","ARHGDIB"
"12",14973022,14981865,"+","PDE6H"
"12",15107783,15348675,"-","RERG"
"12",15322397,15597399,"+","PTPRO"
"12",15620158,15882329,"-","EPS8"
"12",15882391,15903478,"+","STRAP"
"12",15911172,16037282,"+","DERA"
"12",16347142,16609259,"+","MGST1"
"12",16548373,16610594,"-","LMO3"
"12",18080869,18320107,"-","RERGL"
"12",18247614,18648416,"+","PIK3C2G"
"12",18683169,18738057,"-","PLCZ1"
"12",18738101,18739187,"+","CAPZA3"
"12",19129752,19376400,"+","PLEKHA5"
"12",19404045,19720801,"+","AEBP2"
"12",20369245,20684381,"+","PDE3A"
"12",20695355,20753386,"+","SLCO1C1"
"12",20810702,20916911,"+","SLCO1B3"
"12",21015696,21092745,"+","SLCO1B7"
"12",21131202,21239246,"+","SLCO1B1"
"12",21264600,21419594,"-","SLCO1A2"
"12",21354959,21379978,"+","IAPP"
"12",21437615,21471252,"+","PYROXD1"
"12",21468911,21501669,"-","RECQL"
"12",21501781,21518408,"+","GOLT1B"
"12",21526307,21537377,"+","SPX"
"12",21536189,21604847,"-","GYS2"
"12",21635342,21757857,"-","LDHB"
"12",21764955,21775581,"-","KCNJ8"
"12",21797401,21942529,"-","ABCC9"
"12",22046174,22065674,"+","CMAS"
"12",22063773,22437041,"-","ST8SIA1"
"12",22448583,22544546,"-","C2CD5"
"12",22625075,22690665,"+","ETNK1"
"12",23529500,24562544,"-","SOX5"
"12",24810022,24949459,"-","BCAT1"
"12",25004342,25108334,"+","LRMP"
"12",25108420,25195162,"-","CASC1"
"12",25195216,25209645,"+","LYRM5"
"12",25204789,25250936,"-","KRAS"
"12",25409307,25648579,"-","IFLTD1"
"12",25959029,26079892,"+","RASSF8"
"12",26120026,26125127,"-","BHLHE41"
"12",26121991,26299290,"+","SSPN"
"12",26336515,26833198,"-","ITPR2"
"12",26905181,26938326,"-","INTS13"
"12",26938383,26966650,"+","FGFR1OP2"
"12",26973195,27014434,"-","TM7SF3"
"12",27022546,27066343,"+","MED21"
"12",27081058,27082514,"-","C12orf71"
"12",27243968,27325959,"+","STK38L"
"12",27332854,27425289,"+","ARNTL2"
"12",27466810,27502185,"+","SMCO2"
"12",27523431,27695564,"+","PPFIBP1"
"12",27696519,27697596,"+","REP15"
"12",27710773,27756295,"+","MRPS35"
"12",27762738,27771276,"-","MANSC4"
"12",27780020,27803040,"+","KLHL42"
"12",27958084,27972705,"-","PTHLH"
"12",28133249,28581511,"+","CCDC91"
"12",29149103,29340980,"+","FAR2"
"12",29337352,29381189,"-","ERGIC2"
"12",29500840,29784759,"-","TMTC1"
"12",30628988,30695986,"-","IPO8"
"12",30709552,30754951,"-","CAPRIN2"
"12",30926428,30996599,"+","TSPAN11"
"12",31073845,31104791,"+","DDX11"
"12",31280584,31327058,"-","FAM60A"
"12",31382223,31591097,"-","DENND5B"
"12",31647160,31673114,"+","C12orf72"
"12",31671137,31729174,"-","AMN1"
"12",31791185,31792241,"-","H3F3C"
"12",31959370,31993107,"+","KIAA1551"
"12",32106835,32383633,"+","BICD1"
"12",32399529,32646050,"+","FGD4"
"12",32679200,32745650,"+","DNM1L"
"12",32727490,32755902,"-","YARS2"
"12",32790745,32896840,"-","PKP2"
"12",33374238,33439819,"-","SYT10"
"12",34022281,34029694,"+","ALG10"
"12",38316578,38329728,"+","ALG10B"
"12",38646822,38907430,"-","CPNE8"
"12",39293228,39443390,"-","KIF21A"
"12",39550033,39619751,"-","ABCD2"
"12",39626167,39908300,"+","C12orf40"
"12",39755021,40106089,"-","SLC2A13"
"12",40196744,40369285,"+","LRRK2"
"12",40692442,41072418,"+","CNTN1"
"12",41188448,41574590,"+","PDZRN4"
"12",42081845,42144879,"-","GXYLT1"
"12",42157104,42238349,"-","YAF2"
"12",42238447,42459715,"+","PPHLN1"
"12",42312078,42326118,"-","ZCRB1"
"12",42456757,42590355,"-","PRICKLE1"
"12",43353866,43551921,"-","ADAMTS20"
"12",43718993,43758817,"-","PUS7L"
"12",43758944,43789543,"+","IRAK4"
"12",43793723,43806375,"-","TWF1"
"12",43835967,44389762,"+","TMEM117"
"12",44508275,44921848,"-","NELL2"
"12",45014672,45051099,"-","DBX2"
"12",45215987,45440404,"+","ANO6"
"12",45729665,45908040,"+","ARID2"
"12",45919131,45992120,"-","SCAF11"
"12",46183063,46270017,"-","SLC38A1"
"12",46358189,46372867,"-","SLC38A2"
"12",46764761,46832408,"-","SLC38A4"
"12",47075707,47079951,"-","AMIGO2"
"12",47079603,47236662,"+","PCED1B"
"12",47661249,47706061,"-","RPAP3"
"12",47709734,47725567,"-","ENDOU"
"12",47734367,47771040,"-","RAPGEF3"
"12",47753916,47782753,"+","SLC48A1"
"12",47782722,47833132,"-","HDAC7"
"12",47841537,47943048,"-","VDR"
"12",47963569,47968878,"+","TMEM106C"
"12",47972965,48004554,"-","COL2A1"
"12",48042898,48106308,"-","SENP1"
"12",48105139,48146404,"+","PFKM"
"12",48147788,48181213,"-","ASB8"
"12",48183584,48185926,"+","CCDC184"
"12",48202083,48203387,"-","OR10AD1"
"12",48328980,48330279,"+","H1FNT"
"12",48337180,48351414,"-","ZNF641"
"12",48472665,48473624,"+","ANP32D"
"12",48482503,48496512,"+","C12orf54"
"12",48525632,48528103,"+","OR8S1"
"12",48567684,48570066,"-","LALBA"
"12",48653401,48682238,"-","KANSL2"
"12",48688458,48716998,"-","CCNT1"
"12",48766194,48789037,"-","ADCY6"
"12",48813794,48828941,"+","CACNB3"
"12",48829764,48852842,"-","DDX23"
"12",48857145,48865898,"-","RND1"
"12",48904110,48931840,"+","CCDC65"
"12",48921518,48926474,"-","FKBP11"
"12",48935723,48957551,"-","ARF3"
"12",48965340,48971763,"-","WNT10B"
"12",48978453,48981676,"+","WNT1"
"12",48995149,48999309,"-","DDN"
"12",49002274,49019197,"-","PRKAG1"
"12",49018975,49059774,"-","KMT2D"
"12",49064685,49070025,"-","RHEBL1"
"12",49089421,49094819,"-","DHH"
"12",49096551,49110900,"-","LMBR1L"
"12",49127782,49131397,"-","TUBA1B"
"12",49184796,49189324,"-","TUBA1A"
"12",49188736,49274603,"+","TUBA1C"
"12",49293252,49298686,"+","PRPH"
"12",49323236,49331731,"+","TROAP"
"12",49332411,49337188,"-","C1QL4"
"12",49346917,49357546,"+","DNAJC22"
"12",49366584,49527424,"+","SPATS2"
"12",49539157,49558308,"+","KCNH3"
"12",49556544,49568153,"-","MCRS1"
"12",49568218,49644666,"+","PRPF40B"
"12",49582885,49605639,"-","FAM186B"
"12",49636499,49708165,"-","FMNL3"
"12",49707725,49764934,"+","TMBIM6"
"12",49791146,49828750,"-","NCKAP5L"
"12",49836039,49843129,"-","BCDIN3D"
"12",49866896,49904217,"-","FAIM2"
"12",49950741,49958881,"+","AQP2"
"12",49961870,49965681,"+","AQP5"
"12",49967194,49977139,"+","AQP6"
"12",49976923,50033136,"-","RACGAP1"
"12",50057548,50083611,"+","ASIC1"
"12",50084972,50100712,"+","SMARCD1"
"12",50103819,50111319,"+","GPD1"
"12",50111979,50120457,"+","COX14"
"12",50129306,50167533,"-","CERS5"
"12",50175788,50283546,"-","LIMA1"
"12",50326230,50396622,"-","FAM186A"
"12",50392383,50480004,"+","LARP4"
"12",50504985,50748667,"+","DIP2B"
"12",50763710,50821122,"+","ATF1"
"12",50842920,50887884,"+","TMPRSS12"
"12",50923472,50932517,"+","METTL7A"
"12",50953922,50970506,"+","HIGD1C"
"12",50979401,51028566,"-","SLC11A2"
"12",51047962,51060424,"+","LETMD1"
"12",51061205,51083664,"-","CSRNP2"
"12",51093663,51173134,"-","TFCP2"
"12",51186936,51217708,"-","POU6F1"
"12",51238292,51271362,"+","DAZAP2"
"12",51244558,51270890,"-","SMAGP"
"12",51281038,51324668,"-","BIN2"
"12",51328443,51346679,"-","CELA1"
"12",51351247,51392867,"-","GALNT6"
"12",51391317,51515763,"+","SLC4A8"
"12",51590266,51812864,"+","SCN8A"
"12",51887960,51891664,"+","ANKRD33"
"12",51906908,51923361,"+","ACVRL1"
"12",51951667,51997078,"+","ACVR1B"
"12",52006940,52015889,"+","GRASP"
"12",52022832,52059507,"+","NR4A1"
"12",52069246,52077494,"+","ATG101"
"12",52168996,52192000,"-","KRT80"
"12",52232520,52252186,"+","KRT7"
"12",52249300,52309163,"+","KRT86"
"12",52285913,52291534,"-","KRT81"
"12",52314301,52321398,"-","KRT83"
"12",52360006,52367481,"-","KRT85"
"12",52377812,52385652,"-","KRT84"
"12",52393931,52406355,"-","KRT82"
"12",52424070,52434525,"-","KRT75"
"12",52446651,52452126,"-","KRT6B"
"12",52468516,52473785,"-","KRT6C"
"12",52487174,52493257,"-","KRT6A"
"12",52514575,52520687,"-","KRT5"
"12",52543909,52553147,"-","KRT71"
"12",52565782,52573825,"-","KRT74"
"12",52585589,52601538,"-","KRT72"
"12",52607570,52618559,"-","KRT73"
"12",52644558,52652164,"-","KRT2"
"12",52674736,52680407,"-","KRT1"
"12",52689626,52703463,"-","KRT77"
"12",52768155,52777345,"-","KRT76"
"12",52789685,52796117,"-","KRT3"
"12",52806549,52814551,"-","KRT4"
"12",52821410,52834295,"-","KRT79"
"12",52837804,52849092,"-","KRT78"
"12",52897187,52949954,"-","KRT8"
"12",52948871,52952901,"+","KRT18"
"12",53006158,53042209,"+","EIF4B"
"12",53046969,53064372,"+","TNS2"
"12",53064316,53079420,"-","SPRYD3"
"12",53097436,53102345,"+","IGFBP6"
"12",53103518,53124538,"+","SOAT2"
"12",53157663,53180909,"-","CSAD"
"12",53180700,53195141,"+","ZNF740"
"12",53191318,53207307,"-","ITGB7"
"12",53210567,53232980,"-","RARG"
"12",53251251,53254405,"+","MFSD5"
"12",53268299,53293643,"+","ESPL1"
"12",53295291,53299450,"+","PFDN5"
"12",53299686,53307177,"+","C12orf10"
"12",53307456,53324864,"-","AAAS"
"12",53326575,53345315,"-","SP7"
"12",53380176,53416446,"+","SP1"
"12",53423855,53431534,"+","AMHR2"
"12",53441605,53446645,"+","PRR13"
"12",53452102,53481162,"+","PCBP2"
"12",53479669,53500063,"-","MAP3K12"
"12",53500921,53506431,"+","TARBP2"
"12",53506690,53507638,"-","NPFF"
"12",53507856,53626410,"-","ATF7"
"12",53632726,53677408,"-","ATP5G2"
"12",53708517,53727745,"-","CALCOCO1"
"12",53938765,53946544,"+","HOXC13"
"12",53954834,53958956,"+","HOXC12"
"12",53973126,53977643,"+","HOXC11"
"12",53985065,53990279,"+","HOXC10"
"12",53990624,54030823,"+","HOXC6"
"12",53994895,54003337,"+","HOXC9"
"12",54009106,54012362,"+","HOXC8"
"12",54016931,54056030,"+","HOXC4"
"12",54032853,54035358,"+","HOXC5"
"12",54121277,54189008,"-","SMUG1"
"12",54230940,54280133,"-","CBX5"
"12",54280193,54287088,"+","HNRNPA1"
"12",54292111,54301121,"-","NFE2"
"12",54301202,54351849,"+","COPZ1"
"12",54362445,54364487,"-","GPR84"
"12",54369133,54391298,"-","ZNF385A"
"12",54395261,54419460,"-","ITGA5"
"12",54455950,54473602,"-","GTSF1"
"12",54497711,54548238,"+","NCKAP1L"
"12",54549350,54579239,"+","PDE1B"
"12",54575387,54588659,"-","PPP1R1A"
"12",54630811,54634895,"-","LACRT"
"12",54644591,54648493,"-","DCD"
"12",54830519,54858393,"+","MUCL1"
"12",54948018,54984746,"-","TESPA1"
"12",55019945,55030014,"+","NEUROD4"
"12",55126406,55132750,"+","OR9K2"
"12",55221025,55221975,"+","OR10A7"
"12",55247198,55248302,"+","OR6C74"
"12",55293988,55296569,"-","OR6C6"
"12",55314343,55322364,"+","OR6C1"
"12",55330043,55332687,"+","OR6C3"
"12",55362975,55369279,"+","OR6C75"
"12",55400430,55401505,"+","OR6C65"
"12",55426254,55427192,"+","OR6C76"
"12",55444069,55453347,"+","OR6C2"
"12",55469200,55470138,"-","OR6C70"
"12",55492378,55493316,"+","OR6C68"
"12",55549602,55555832,"+","OR6C4"
"12",55572468,55575612,"+","OR2AP1"
"12",55636860,55637854,"+","OR10P1"
"12",55681546,55684611,"+","METTL7B"
"12",55684568,55716043,"-","ITGA7"
"12",55716037,55720087,"+","BLOC1S1"
"12",55720367,55724705,"+","RDH5"
"12",55725323,55729707,"-","CD63"
"12",55743280,55757278,"+","GDF11"
"12",55752463,55817756,"-","SARNP"
"12",55817919,55821879,"+","ORMDL2"
"12",55820960,55830824,"-","DNAJC14"
"12",55835433,55842966,"-","MMP19"
"12",55901413,55932618,"-","PYM1"
"12",55927319,55954027,"+","DGKA"
"12",55954105,55973317,"-","PMEL"
"12",55966769,55972784,"+","CDK2"
"12",55973913,55996683,"+","RAB5B"
"12",55997180,56006641,"+","SUOX"
"12",56007659,56038435,"+","IKZF4"
"12",56041351,56044676,"+","RPS26"
"12",56076799,56103505,"+","ERBB3"
"12",56104319,56113907,"+","PA2G4"
"12",56116586,56117943,"+","RPL41"
"12",56118159,56127514,"+","ZC3H10"
"12",56118250,56144671,"+","ESYT1"
"12",56152256,56159647,"+","MYL6B"
"12",56158161,56163496,"+","MYL6"
"12",56162983,56189567,"-","SMARCC2"
"12",56202175,56221933,"-","RNF41"
"12",56222015,56229854,"+","NABP2"
"12",56230049,56237846,"+","SLC39A5"
